,Unnamed: 0,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,date
28610,28610,20969925,One Bedroom in Hollywood,54772320,Michaela,City of Los Angeles,Hollywood,34.084557860827324,-118.31035428677087,Entire home/apt,60.0,14,0,,,1,0.0,2015-05-24 00:00:00
10310,10310,9470752,Mid-Century guest house retreat w/ pool and sauna,49083978,Patricia,Other Cities,Glendale,34.19882068724812,-118.2383496803385,Entire home/apt,100.0,3,62,2018-05-04,2.62,1,120.0,2015-05-24 00:00:00
12175,12175,11497060,Stay SO CLOSE to the Beach!,17249996,Alex,City of Los Angeles,Venice,33.99008609224349,-118.47517777454746,Entire home/apt,120.0,3,2,2016-03-31,0.08,1,0.0,2015-05-24 00:00:00
14444,14444,13320154,Modern Bel Air Home (3BD/3BA) Jacuzzi & Parking,71252758,Matt,City of Los Angeles,Bel-Air,34.09206570097916,-118.43909670803475,Entire home/apt,468.0,1,17,2018-05-06,3.81,3,83.0,2015-05-24 00:00:00
35224,35224,23329403,The Place Just To Sleep. Good Location! (X7),48084802,I,City of Los Angeles,Hollywood,34.100874867629614,-118.3428237885906,Shared room,20.0,2,3,2018-03-11,1.08,18,364.0,2015-05-24 00:00:00
35686,35686,23504879,Queen Bed Private Room SB (A),32854568,George,Other Cities,Lancaster,34.677208733540546,-118.16795810268376,Private room,28.0,1,13,2018-04-30,5.34,6,289.0,2015-05-24 00:00:00
20953,20953,17285476,Hollywood Hills 2BR w/Parking + Views!,10039803,Ivan + April,City of Los Angeles,Hollywood Hills,34.11272086389036,-118.32107111457302,Entire home/apt,195.0,2,59,2018-05-02,3.97,2,57.0,2015-05-24 00:00:00
1833,1833,1308232,Beach House in Playa del Rey (LAX),7093860,Karrena And Dan,City of Los Angeles,Playa del Rey,33.95989250752291,-118.44292459232572,Entire home/apt,149.0,2,6,2017-10-21,0.24,1,78.0,2015-05-24 00:00:00
9010,9010,8271908,Room/Private bath CLAREMONT VILLAGE,43613927,Kal,Other Cities,Claremont,34.10397489876763,-117.71963992116132,Private room,60.0,1,1,2015-09-18,0.03,1,0.0,2015-05-24 00:00:00
27279,27279,20456661,Quiet room with large desk and Twin XL bed,24430723,Jay,Unincorporated Areas,Rowland Heights,33.971856469212454,-117.9054393718117,Private room,0.0,1,0,,,5,0.0,2015-05-24 00:00:00
12090,12090,11413100,Great Room for 1 or 2 guests in a clean house!,12507557,Matt,Other Cities,Downey,33.912780502582564,-118.13369921388102,Private room,48.0,30,13,2018-04-03,0.56,3,101.0,2015-05-24 00:00:00
10914,10914,10035675,Studio on historic Zorthian Ranch,23862540,Alan,Unincorporated Areas,Altadena,34.21205397147291,-118.13993793283036,Entire home/apt,119.0,1,89,2018-04-12,3.11,4,55.0,2015-05-24 00:00:00
36703,36703,23858084,Home Sweet Home,172869125,Ellely,Other Cities,Torrance,33.84016593044523,-118.32860988794546,Private room,40.0,1,4,2018-04-22,2.55,1,338.0,2015-05-24 00:00:00
33255,33255,22552914,Beautiful flat fully furnished in P.ta Romana,145564495,Dennis,Other Cities,Santa Clarita,34.403915841218684,-118.5493034538942,Shared room,109.0,1,0,,,1,365.0,2015-05-24 00:00:00
22147,22147,18022444,Luxurious place/ Amazing DTLA views,72604524,Sung,City of Los Angeles,Koreatown,34.06178551864662,-118.28988160607116,Entire home/apt,129.0,1,67,2018-05-05,5.05,3,72.0,2015-05-24 00:00:00
33283,33283,22563190,NEW!❤pool VIEW❤business❤LAX❤Forum❤ECO❤king BED❤ART,33888167,Emre Cem,Other Cities,El Segundo,33.9248191943129,-118.396650212966,Entire home/apt,98.0,1,11,2018-04-09,3.0,2,0.0,2015-05-24 00:00:00
29163,29163,21175547,Beautiful Beverly Hills Apartment,3451284,Jill,Other Cities,Beverly Hills,34.077746769041084,-118.39164365096045,Entire home/apt,200.0,5,2,2018-04-23,0.38,1,337.0,2015-05-24 00:00:00
4117,4117,3696140,"Awesome, huge room in West LA!",6388546,Kate,City of Los Angeles,Sawtelle,34.044636099300774,-118.45484680939764,Private room,79.0,1,1,2014-08-15,0.02,1,0.0,2015-05-24 00:00:00
37532,37532,24163471,Boyle Heights Oasis,3087882,Meg,City of Los Angeles,Boyle Heights,34.050070947726496,-118.21059379482162,Entire home/apt,75.0,21,0,,,1,8.0,2015-05-24 00:00:00
26931,26931,20269523,clean room,93572906,Gina,Unincorporated Areas,Rowland Heights,33.98002454639418,-117.8958633668508,Private room,50.0,5,0,,,1,365.0,2015-05-24 00:00:00
6999,6999,6402596,Bright 2 Beds 2 baths by the beach,20987157,Myla,Other Cities,Long Beach,33.76815562584466,-118.18174421812196,Entire home/apt,149.0,2,30,2018-05-01,0.88,1,56.0,2015-05-24 00:00:00
18536,18536,15835844,Huge Modern 6 Bedroom With 7 Bathrooms Home.,102552338,Rick,City of Los Angeles,Westlake,34.057622726381375,-118.28354833558572,Entire home/apt,245.0,1,89,2018-04-29,5.03,10,155.0,2015-05-24 00:00:00
4207,4207,3783989,2BR Getaway in the Heart of LA,12162346,Cathy,City of Los Angeles,Mid-City,34.03913860455379,-118.37924024722656,Entire home/apt,114.0,2,96,2018-03-14,2.15,2,236.0,2015-05-24 00:00:00
16817,16817,14744555,Finca Style One Bedroom in West Hollywood,8921396,Tom,Other Cities,West Hollywood,34.09157610024959,-118.35917461679452,Entire home/apt,150.0,3,2,2017-03-03,0.1,1,69.0,2015-05-24 00:00:00
14588,14588,13409065,罗兰岗180度山景套房出租，近超市车站,64207917,Alex,Unincorporated Areas,Rowland Heights,33.98403603703258,-117.91516092286824,Private room,65.0,7,2,2017-10-13,0.1,2,364.0,2015-05-24 00:00:00
20942,20942,17283430,Private Los Feliz Studio with Full Kitchen16,99094106,Annabel,City of Los Angeles,Los Feliz,34.10992615040129,-118.29029598327352,Entire home/apt,90.0,1,33,2018-04-29,2.24,4,359.0,2015-05-24 00:00:00
11697,11697,10991165,Historic Core Entire apartment,10351937,Christina,City of Los Angeles,Downtown,34.044500230889994,-118.252134714081,Entire home/apt,200.0,2,9,2017-09-15,0.7,1,243.0,2015-05-24 00:00:00
17125,17125,14962855,"Silverlake 2 Brm w Stunning View, Deck & Hot Tub",43890153,Christopher And Bridget,City of Los Angeles,Silver Lake,34.0872204185707,-118.28056750382792,Entire home/apt,225.0,2,60,2018-04-13,3.04,3,85.0,2015-05-24 00:00:00
22393,22393,18159407,Walk to Venice Beach & Abbot Kinney! - 4 Beds!,3324376,Alex,Unincorporated Areas,Marina del Rey,33.97641461862799,-118.45956098237114,Entire home/apt,199.0,2,38,2018-04-13,3.03,14,61.0,2015-05-24 00:00:00
21683,21683,17108083,,114871749,Karina,,Altadena,34.17215974790905,-118.11699055509747,Private room,125.0,2,0,,,1,179.0,2015-05-24 00:00:00
31732,31732,21450740,Apt in DTLA • View of Hollywood Sign +Free Parking,16555967,Roz,,Westlake,34.051208835909755,-118.26653174240248,Entire home/apt,99.0,1,18,2018-03-03,4.19,1,12.0,2015-05-24 00:00:00
12147,12147,11024125,Cozy studio,53728509,Gabi,,Valley Glen,34.18266141324029,-118.4014005070491,Entire home/apt,150.0,3,1,2017-07-20,0.13,1,310.0,2015-05-24 00:00:00
23340,23340,18059546,"Pool house adj. Calabasas, Woodland Hills",124307962,Celile,,West Hills,34.18867475992462,-118.6499431544144,Entire home/apt,179.0,3,8,2018-01-30,0.74,1,101.0,2015-05-24 00:00:00
37436,37436,23223430,3-Bedroom Park-side Cozy Stay in Monterey Park,138096713,Edwin,,Monterey Park,34.055963980691736,-118.12640449570044,Private room,220.0,2,0,,,5,177.0,2015-05-24 00:00:00
26935,26935,19703597,The right vibe leads to the right escape.,287411,Allan,,Venice,33.99093511135889,-118.47673198619404,Private room,119.0,1,3,2017-08-13,0.38,1,88.0,2015-05-24 00:00:00
701,701,518815,Ocean View Room in Malibu 2,215462,,,Malibu,34.030541241857776,-118.75536343640952,Private room,200.0,2,139,2018-02-18,2.0,5,360.0,2015-05-24 00:00:00
24433,24433,18612506,"2BD/2BA Safe, Comfortable, Quiet w/ Gated Parking",3044293,Michael,,Los Feliz,34.102667415393164,-118.30370768774212,Entire home/apt,180.0,2,13,2018-02-06,1.34,6,78.0,2015-05-24 00:00:00
6631,6631,5927861,5-Star Rated 2BR/2BA in Downtown Santa Monica,26082920,Matthew,,Santa Monica,34.01823719295534,-118.492923789543,Entire home/apt,229.0,1,26,2017-11-25,0.76,2,353.0,2015-05-24 00:00:00
33794,33794,22003981,华人舒适亲切小窝,133662415,Lin,,Walnut,34.041620547716164,-117.8571011060304,Private room,35.0,2,0,,,1,88.0,2015-05-24 00:00:00
21338,21338,16873922,"Modern,Townhouse Close to Claremont Colleges",15222613,Ivan,,Pomona,34.09581178208625,-117.73301822763204,Entire home/apt,300.0,7,12,2017-12-08,0.99,1,304.0,2015-05-24 00:00:00
34832,34832,22325364,Private Bedroom & Bathroom w/ Parking in Van Nuys,129482407,Brittany,,Van Nuys,34.20029465081087,-118.45113196130896,Private room,75.0,1,12,2018-03-04,4.8,1,78.0,2015-05-24 00:00:00
18538,18538,15395308,Eclectic Back House: Outdoor Kitchen & Shared Bath,15811249,Udi,,Del Rey,33.991221962693466,-118.42250887156696,Entire home/apt,111.0,7,1,2017-04-21,0.09,6,359.0,2015-05-24 00:00:00
3734,3734,3196686,Cottage in the heart of Venice,16201775,Mo,,Venice,33.99392982362632,-118.4690975769364,Entire home/apt,460.0,1,22,2015-04-15,0.48,1,219.0,2015-05-24 00:00:00
19994,19994,16182724,V2-Spacious Private Room in West Hollywood,31102550,Hadrian,,Fairfax,34.08752345456551,-118.35082932951664,Private room,65.0,1,37,2018-01-31,2.45,17,79.0,2015-05-24 00:00:00
11590,11590,10344740,Amazing private guest house in Chatsworth,52572301,Marcelo,,Chatsworth,34.26773984351411,-118.57933539334326,Entire home/apt,130.0,1,59,2018-03-04,3.22,1,78.0,2015-05-24 00:00:00
34170,34170,22119394,****HIP DOWNTOWN LOFT****,157971005,Eric-A,,Downtown,34.04851040489271,-118.24558135797896,Entire home/apt,129.0,1,10,2018-02-07,3.75,3,2.0,2015-05-24 00:00:00
24305,24305,18559043,HOTEL LALA -- Private  Room   # 1,100950046,Lala,,Pico-Robertson,34.04831645788498,-118.37711421427964,Private room,33.0,5,10,2018-03-01,0.98,14,365.0,2015-05-24 00:00:00
8587,8587,7548184,Beautiful Arts District Loft,39555472,Geneviève,,Downtown,34.04894473726655,-118.23442350176792,Entire home/apt,200.0,1,19,2017-06-04,0.61,1,365.0,2015-05-24 00:00:00
21697,21697,17118874,DTLA loft! Next to Metro and Starbucks.,40314964,Mrt,,Downtown,34.04848997677463,-118.2504950618208,Entire home/apt,135.0,1,43,2018-03-06,3.7,2,120.0,2015-05-24 00:00:00
34765,34765,22304931,2 beds & everything else in Silverlake/East L.A.,32542864,Mads,,Silver Lake,34.09353251268777,-118.27500689995796,Shared room,100.0,1,4,2018-02-19,1.52,1,150.0,2015-05-24 00:00:00
27508,27508,19916810,Large Hollywood Apartment 1 Block From The Blvd!,71882169,Stephen,,Hollywood,34.10255599478343,-118.33113012366522,Private room,97.0,1,28,2018-02-01,3.91,1,297.0,2015-05-24 00:00:00
7035,7035,6261398,**HUGE! Art+Garden.Close to Everything!Sleeps 7**,25638454,Elizabeth,,Arlington Heights,34.04104035859773,-118.31695071455374,Entire home/apt,121.0,1,95,2018-02-23,2.75,3,279.0,2015-05-24 00:00:00
37591,37591,23274685,Modern Westwood Apartment 415R,24084179,Jon M.,,Westwood,34.055805686410785,-118.44510335449056,Entire home/apt,129.0,2,0,,,6,258.0,2015-05-24 00:00:00
29012,29012,20553494,Modern Loft Heart of Brentwood Westside L.A.,13545319,Tobin,,Brentwood,34.057114356169606,-118.47419561764085,Entire home/apt,133.0,3,1,2018-01-09,0.51,2,357.0,2015-05-24 00:00:00
11415,11415,10154934,"独栋别墅三房两浴厨房阳台,罗兰岗最大私人院子,足球场大,热情款待",52119057,克里斯,,Rowland Heights,33.97130793491817,-117.90647756764832,Entire home/apt,195.0,1,0,,,1,0.0,2015-05-24 00:00:00
33502,33502,21936850,K-town entire 1 bedroom Apart with Full Kitchen,45784450,Xing,,Pico-Union,34.05288060621201,-118.298835951639,Entire home/apt,70.0,1,4,2018-02-19,1.43,2,155.0,2015-05-24 00:00:00
4535,4535,3962277,Green Private Room off Hallway,14930951,Peter & Lisa,,Hawthorne,33.92784259737728,-118.36403819790073,Private room,40.0,3,37,2017-02-26,0.88,12,356.0,2015-05-24 00:00:00
36407,36407,22883024,12 Miles from Staples center,59572733,Linda,,La Crescenta-Montrose,34.22501241158022,-118.2423413890288,Entire home/apt,225.0,2,0,,,1,365.0,2015-05-24 00:00:00
25382,25382,19058266,Space near Hollywood,79683708,Edward,,Hollywood,34.10030357490906,-118.34333850903684,Shared room,39.0,1,2,2017-06-11,0.22,1,0.0,2015-05-24 00:00:00
9291,9291,8226115,Gorgeous Luxury Guest House!,36131476,Christopher,,North Hollywood,34.17021493774619,-118.36126109581356,Entire home/apt,75.0,7,19,2017-08-21,0.69,7,297.0,2015-05-24 00:00:00
25329,25329,19038673,#Marble #Rainshower #Cable #Art #Relaxation,36136603,Julie,,Sawtelle,34.0423017797654,-118.4588248183548,Private room,62.0,1,40,2018-02-13,4.8,2,26.0,2015-05-24 00:00:00
27680,27680,19984988,003物美价廉,100120148,先生,,Pomona,34.08307541790428,-117.74138178194563,Private room,28.0,1,11,2017-09-24,1.72,11,0.0,2015-05-24 00:00:00
20288,20288,16323335,DTLA Cozy Loft In The Heart Of The City,36978368,Lene,,Downtown,34.047487911253555,-118.25634885594415,Entire home/apt,105.0,3,28,2018-02-01,2.1,1,77.0,2015-05-24 00:00:00
4515,4515,3947128,Luxury Modern Chalet,10734160,Laurent,,Studio City,34.15073077499063,-118.37850983682806,Entire home/apt,180.0,30,2,2017-12-31,0.13,2,323.0,2015-05-24 00:00:00
10846,10846,9629636,Room With A View in Los Angeles!,49803269,Mary,,Montecito Heights,34.090478100365466,-118.19959817107728,Private room,199.0,1,0,,,1,365.0,2015-05-24 00:00:00
7433,7433,6591408,Serene Private Guest House with Pool,30079030,Jeannine,,Sherman Oaks,34.1523766327342,-118.42323954151075,Entire home/apt,88.0,2,81,2018-02-28,2.44,2,309.0,2015-05-24 00:00:00
34607,34607,22253204,Master Suite in Desirable Los Angeles Neighborhood,161313252,Monde,,Mid-City,34.04203725245805,-118.38669054465184,Private room,60.0,5,0,,,3,365.0,2015-05-24 00:00:00
2092,2092,1499730,Adorable Venice Bungalow/GuestHouse,281910,Harley,,Venice,33.98488722335148,-118.46814737672288,Entire home/apt,85.0,3,197,2018-02-20,3.58,3,201.0,2015-05-24 00:00:00
14763,14763,13193700,Walk to the beach! Private Room & Bath!,30977287,Hillary,,Santa Monica,34.02816282273983,-118.49597662231324,Private room,100.0,6,0,,,1,0.0,2015-05-24 00:00:00
38288,38288,23500447,Villa Camellia,24864399,LaCure,,Bel-Air,34.09321922925288,-118.46518196468809,Entire home/apt,2900.0,7,0,,,1,365.0,2015-05-24 00:00:00
22727,22727,17749911,Villa Knoll,21093028,Chad,,Hollywood Hills,34.13093565169789,-118.3400805353426,Entire home/apt,775.0,4,3,2018-02-20,0.39,9,359.0,2015-05-24 00:00:00
36823,36823,23023002,E401 Beautiful Studio in the Heart of Hollywood,45472863,Ilker,,Hollywood,34.10194782166163,-118.34765739427712,Entire home/apt,100.0,1,0,,,31,327.0,2015-05-24 00:00:00
2969,2969,2305279,Hollywood Chinese Theater Area: Private Rm Listing,11533349,Joseph,,Hollywood,34.10103052000974,-118.3418972651979,Private room,120.0,1,1,2017-05-09,0.1,2,358.0,2015-05-24 00:00:00
3989,3989,3449142,Le Petit Coquillage,6719252,Olivier,,Santa Monica,34.009613897736656,-118.47768714698776,Private room,92.0,1,288,2018-03-04,6.44,2,67.0,2015-05-24 00:00:00
9293,9293,8226558,Travelers Charm Glendale's Best,35173482,Jorge Tobias,,Glendale,34.162240617759515,-118.2734315309375,Entire home/apt,242.0,2,76,2018-01-29,3.88,4,337.0,2015-05-24 00:00:00
4513,4513,3946877,Arcadia Master Suite Room Independent entry AC,20454896,Kavina,,Arcadia,34.1484974927555,-118.02694301093308,Private room,83.0,2,4,2017-03-10,0.11,2,364.0,2015-05-24 00:00:00
10843,10843,9628452,Gorgeous beach bungalow!,26761555,Linda,,Venice,33.98618849865345,-118.47025046747868,Entire home/apt,145.0,3,24,2018-02-09,1.58,1,250.0,2015-05-24 00:00:00
36178,36178,22790761,"Distinctive Silicon Beach Private, Light & Bright",3721134,Distinctive Stays,,Del Rey,33.99181958577482,-118.43904961083167,Entire home/apt,395.0,1,0,,,1,62.0,2015-05-24 00:00:00
30833,30833,21154965,Fancy Private Bedroom/Walk to Staples w/Parking #3,39482052,Luna,,Pico-Union,34.04421148742544,-118.27540885382275,Private room,45.0,1,15,2018-02-17,2.88,5,164.0,2015-05-24 00:00:00
27340,27340,19860275,5 MIN TO STAPLES CENTER AND DOWTOWN ! MIDDLE OF LA,135253392,Joseph,,Pico-Union,34.04608715169501,-118.28997780883776,Shared room,15.0,1,3,2018-01-11,0.42,30,3.0,2015-05-24 00:00:00
11788,11788,10592095,apartment near  beach and airport,54648103,Fred,,Playa del Rey,33.95902528842139,-118.43379372638384,Entire home/apt,140.0,2,53,2018-03-01,2.05,1,320.0,2015-05-24 00:00:00
30835,30835,21155018,Private studio,28896932,Evgeniya,,Fairfax,34.069539342687264,-118.34504558625474,Private room,60.0,4,0,,,1,0.0,2015-05-24 00:00:00
30798,30798,21149325,Just the place for you!,53858207,Katelyn,,Mid-City,34.03626651672872,-118.35980540811416,Entire home/apt,56.0,3,7,2017-11-01,1.33,1,0.0,2015-05-24 00:00:00
36442,36442,22902872,5 bedroom Korea Town Craftsman Charmer,13856090,Doris,,Pico-Union,34.048729570395096,-118.29794242091714,Entire home/apt,225.0,3,5,2018-03-04,3.75,28,104.0,2015-05-24 00:00:00
2291,2291,1689118,世外桃源! 近核桃市好区半山美景别墅整栋出租,8280951,Ken,,West Covina,34.016662166370075,-117.89110110467963,Entire home/apt,130.0,14,0,,,1,363.0,2015-05-24 00:00:00
20936,20936,16638682,Lovely Light-Filled 3BD/2BA Casita Santa Monica,109937932,D And Dee,,Santa Monica,34.01091661430807,-118.4744452133158,Entire home/apt,250.0,2,47,2018-03-02,3.82,1,43.0,2015-05-24 00:00:00
5133,5133,4469657,Main Street Retreat,10658835,Brandon,,Venice,33.997268506762865,-118.4787439746668,Entire home/apt,550.0,7,1,2016-04-29,0.04,8,365.0,2015-05-24 00:00:00
27576,27576,19950041,Quiet and peaceful,127257791,Sergio,,View Park-Windsor Hills,33.98842991967615,-118.3581883624454,Private room,45.0,3,16,2018-01-30,2.21,1,57.0,2015-05-24 00:00:00
5300,5300,4607051,"CUTE APARTMENT # B , BEDROOM AND KITCHEN",11817384,Mariza,,Westchester,33.95677084284763,-118.38706107612818,Entire home/apt,75.0,3,74,2018-01-23,1.91,2,315.0,2015-05-24 00:00:00
28334,28334,20218893,"51 S San Gabriel Blvd - 1,540 sq ft",23722312,Nick,,Pasadena,34.14587878889118,-118.0954842818742,Entire home/apt,185.0,5,1,2017-12-09,0.34,12,7.0,2015-05-24 00:00:00
3346,3346,2762666,Calm City Living by the Beach & LAX,14129709,Mia,,Playa Vista,33.974618187204335,-118.42858221504451,Entire home/apt,175.0,1,0,,,1,364.0,2015-05-24 00:00:00
38509,38509,23562862,Wall-Wall Window Aligned Stunner in 5000 SqFt Bnb!,5469474,Marni,,Koreatown,34.06575980377723,-118.30167002631146,Private room,71.0,1,0,,,38,354.0,2015-05-24 00:00:00
22061,22061,17363144,Cozy Room in Diamond Bar,29504624,Kevin,,Diamond Bar,33.97754005177742,-117.8513183841212,Private room,50.0,1,0,,,1,0.0,2015-05-24 00:00:00
17132,17132,14506433,"Business Suite,Unique Location!LAX!",89614014,Adam,,Hawthorne,33.89671544721368,-118.37376595891924,Entire home/apt,92.0,5,11,2018-02-16,0.64,1,315.0,2015-05-24 00:00:00
21871,21871,17238866,Long Beach Shared Home,116135226,John,,Long Beach,33.82731200267514,-118.12306655388298,Shared room,72.0,1,0,,,1,364.0,2015-05-24 00:00:00
9120,9120,8051845,Hollywood 2 bdroom  stunning views,39937365,Anixia,,Hollywood,34.097600849437626,-118.34903152299265,Entire home/apt,200.0,2,10,2017-09-10,0.4,5,51.0,2015-05-24 00:00:00
11322,11322,10060797,BEACH SUITE - Steps To The Beach And Shopping,9149835,Ryan,,Santa Monica,34.01973669912074,-118.49780476054944,Entire home/apt,299.0,1,112,2018-02-15,4.2,2,149.0,2015-05-24 00:00:00
28489,28489,20305185,Beverly Hills Oasis Retreat,144811245,Chris,,Beverly Crest,34.11371495095689,-118.43049559626904,Entire home/apt,299.0,5,0,,,2,0.0,2015-05-24 00:00:00
32127,32127,21568927,West Adams Townhouse,76969151,Evan,,West Adams,34.03308120315375,-118.36262069998084,Private room,29.0,2,3,2018-03-04,3.0,1,2.0,2015-05-24 00:00:00
25736,25736,19222466,5B-3B Entire House West Covina - Airbnb SuperHost,50125888,Dap,,West Covina,34.05916980022229,-117.91918441727805,Entire home/apt,189.0,2,12,2018-01-23,1.45,5,49.0,2015-05-24 00:00:00
36847,36847,23026020,Comfy Modern Condo,73066407,Asia,,Valley Village,34.16522327562865,-118.39162697307988,Entire home/apt,150.0,2,4,2018-03-05,4.0,1,171.0,2015-05-24 00:00:00
